,Date,Store,DayOfWeek,Date.1,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,year,month,day,dayYear,week_num,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,PromoInterval
605,2013-07-21,1064,7,2013-07-21,0,0,0,0,0,0,2013,7,21,202,29,a,c,420,,,
606,2013-07-22,39,1,2013-07-22,3753,517,1,0,0,1,2013,7,22,203,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
607,2013-07-22,680,1,2013-07-22,4100,686,1,0,0,1,2013,7,22,203,29,c,a,170,,,"Mar,Jun,Sept,Dec"
608,2013-07-22,1064,1,2013-07-22,7044,898,1,0,0,1,2013,7,22,203,29,a,c,420,,,
609,2013-07-23,39,2,2013-07-23,2909,463,1,0,0,1,2013,7,23,204,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
610,2013-07-23,680,2,2013-07-23,3614,605,1,0,0,1,2013,7,23,204,29,c,a,170,,,"Mar,Jun,Sept,Dec"
611,2013-07-23,1064,2,2013-07-23,6734,856,1,0,0,1,2013,7,23,204,29,a,c,420,,,
612,2013-07-24,39,3,2013-07-24,3262,533,1,0,0,1,2013,7,24,205,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
613,2013-07-24,680,3,2013-07-24,3653,614,1,0,0,1,2013,7,24,205,29,c,a,170,,,"Mar,Jun,Sept,Dec"
614,2013-07-24,1064,3,2013-07-24,7454,920,1,0,0,1,2013,7,24,205,29,a,c,420,,,
615,2013-07-25,39,4,2013-07-25,3038,452,1,0,0,1,2013,7,25,206,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
616,2013-07-25,680,4,2013-07-25,4455,685,1,0,0,1,2013,7,25,206,29,c,a,170,,,"Mar,Jun,Sept,Dec"
617,2013-07-25,1064,4,2013-07-25,7739,948,1,0,0,1,2013,7,25,206,29,a,c,420,,,
618,2013-07-26,39,5,2013-07-26,2877,440,1,0,0,1,2013,7,26,207,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
619,2013-07-26,680,5,2013-07-26,3807,562,1,0,0,1,2013,7,26,207,29,c,a,170,,,"Mar,Jun,Sept,Dec"
620,2013-07-26,1064,5,2013-07-26,8299,972,1,0,0,1,2013,7,26,207,29,a,c,420,,,
621,2013-07-27,39,6,2013-07-27,2259,363,1,0,0,0,2013,7,27,208,29,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
622,2013-07-27,680,6,2013-07-27,4045,677,1,0,0,0,2013,7,27,208,29,c,a,170,,,"Mar,Jun,Sept,Dec"
623,2013-07-27,1064,6,2013-07-27,6657,762,1,0,0,0,2013,7,27,208,29,a,c,420,,,
624,2013-07-28,39,7,2013-07-28,0,0,0,0,0,0,2013,7,28,209,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
625,2013-07-28,680,7,2013-07-28,0,0,0,0,0,0,2013,7,28,209,30,c,a,170,,,"Mar,Jun,Sept,Dec"
626,2013-07-28,1064,7,2013-07-28,0,0,0,0,0,0,2013,7,28,209,30,a,c,420,,,
627,2013-07-29,39,1,2013-07-29,8962,952,1,1,0,1,2013,7,29,210,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
628,2013-07-29,680,1,2013-07-29,5630,833,1,1,0,1,2013,7,29,210,30,c,a,170,,,"Mar,Jun,Sept,Dec"
629,2013-07-29,1064,1,2013-07-29,13006,1322,1,1,0,1,2013,7,29,210,30,a,c,420,,,
630,2013-07-30,39,2,2013-07-30,6796,796,1,1,0,1,2013,7,30,211,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
631,2013-07-30,680,2,2013-07-30,6604,888,1,1,0,1,2013,7,30,211,30,c,a,170,,,"Mar,Jun,Sept,Dec"
632,2013-07-30,1064,2,2013-07-30,12074,1196,1,1,0,1,2013,7,30,211,30,a,c,420,,,
633,2013-07-31,39,3,2013-07-31,6762,856,1,1,0,1,2013,7,31,212,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
634,2013-07-31,680,3,2013-07-31,7115,977,1,1,0,1,2013,7,31,212,30,c,a,170,,,"Mar,Jun,Sept,Dec"
635,2013-07-31,1064,3,2013-07-31,12677,1273,1,1,0,1,2013,7,31,212,30,a,c,420,,,
636,2013-01-08,39,4,2013-01-08,6150,737,1,1,0,1,2013,8,1,213,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
637,2013-01-08,680,4,2013-01-08,5599,850,1,1,0,1,2013,8,1,213,30,c,a,170,,,"Mar,Jun,Sept,Dec"
638,2013-01-08,1064,4,2013-01-08,10651,1119,1,1,0,1,2013,8,1,213,30,a,c,420,,,
639,2013-02-08,39,5,2013-02-08,4884,624,1,1,0,1,2013,8,2,214,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
640,2013-02-08,680,5,2013-02-08,4701,718,1,1,0,1,2013,8,2,214,30,c,a,170,,,"Mar,Jun,Sept,Dec"
641,2013-02-08,1064,5,2013-02-08,8526,952,1,1,0,1,2013,8,2,214,30,a,c,420,,,
642,2013-03-08,39,6,2013-03-08,3131,463,1,0,0,0,2013,8,3,215,30,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
643,2013-03-08,680,6,2013-03-08,5361,810,1,0,0,0,2013,8,3,215,30,c,a,170,,,"Mar,Jun,Sept,Dec"
644,2013-03-08,1064,6,2013-03-08,7424,842,1,0,0,0,2013,8,3,215,30,a,c,420,,,
645,2013-04-08,39,7,2013-04-08,0,0,0,0,0,0,2013,8,4,216,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
646,2013-04-08,680,7,2013-04-08,0,0,0,0,0,0,2013,8,4,216,31,c,a,170,,,"Mar,Jun,Sept,Dec"
647,2013-04-08,1064,7,2013-04-08,0,0,0,0,0,0,2013,8,4,216,31,a,c,420,,,
648,2013-05-08,39,1,2013-05-08,4395,637,1,0,0,1,2013,8,5,217,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
649,2013-05-08,680,1,2013-05-08,4624,823,1,0,0,0,2013,8,5,217,31,c,a,170,,,"Mar,Jun,Sept,Dec"
650,2013-05-08,1064,1,2013-05-08,7767,953,1,0,0,1,2013,8,5,217,31,a,c,420,,,
651,2013-06-08,39,2,2013-06-08,4217,574,1,0,0,1,2013,8,6,218,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
652,2013-06-08,680,2,2013-06-08,4143,737,1,0,0,0,2013,8,6,218,31,c,a,170,,,"Mar,Jun,Sept,Dec"
653,2013-06-08,1064,2,2013-06-08,7603,877,1,0,0,1,2013,8,6,218,31,a,c,420,,,
654,2013-07-08,39,3,2013-07-08,3651,533,1,0,0,1,2013,8,7,219,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
655,2013-07-08,680,3,2013-07-08,4112,686,1,0,0,0,2013,8,7,219,31,c,a,170,,,"Mar,Jun,Sept,Dec"
656,2013-07-08,1064,3,2013-07-08,6868,813,1,0,0,1,2013,8,7,219,31,a,c,420,,,
657,2013-08-08,39,4,2013-08-08,3627,507,1,0,0,1,2013,8,8,220,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
658,2013-08-08,680,4,2013-08-08,4072,730,1,0,0,0,2013,8,8,220,31,c,a,170,,,"Mar,Jun,Sept,Dec"
659,2013-08-08,1064,4,2013-08-08,6845,851,1,0,0,1,2013,8,8,220,31,a,c,420,,,
660,2013-09-08,39,5,2013-09-08,3835,518,1,0,0,1,2013,8,9,221,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
661,2013-09-08,680,5,2013-09-08,4117,646,1,0,0,0,2013,8,9,221,31,c,a,170,,,"Mar,Jun,Sept,Dec"
662,2013-09-08,1064,5,2013-09-08,7350,911,1,0,0,1,2013,8,9,221,31,a,c,420,,,
663,2013-10-08,39,6,2013-10-08,2445,368,1,0,0,0,2013,8,10,222,31,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
664,2013-10-08,680,6,2013-10-08,5486,855,1,0,0,0,2013,8,10,222,31,c,a,170,,,"Mar,Jun,Sept,Dec"
665,2013-10-08,1064,6,2013-10-08,6718,780,1,0,0,0,2013,8,10,222,31,a,c,420,,,
666,2013-11-08,39,7,2013-11-08,0,0,0,0,0,0,2013,8,11,223,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
667,2013-11-08,680,7,2013-11-08,0,0,0,0,0,0,2013,8,11,223,32,c,a,170,,,"Mar,Jun,Sept,Dec"
668,2013-11-08,1064,7,2013-11-08,0,0,0,0,0,0,2013,8,11,223,32,a,c,420,,,
669,2013-12-08,39,1,2013-12-08,8473,953,1,1,0,1,2013,8,12,224,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
670,2013-12-08,680,1,2013-12-08,5902,875,1,1,0,0,2013,8,12,224,32,c,a,170,,,"Mar,Jun,Sept,Dec"
671,2013-12-08,1064,1,2013-12-08,11412,1250,1,1,0,1,2013,8,12,224,32,a,c,420,,,
672,2013-08-13,39,2,2013-08-13,6033,740,1,1,0,1,2013,8,13,225,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
673,2013-08-13,680,2,2013-08-13,5338,812,1,1,0,0,2013,8,13,225,32,c,a,170,,,"Mar,Jun,Sept,Dec"
674,2013-08-13,1064,2,2013-08-13,10294,1111,1,1,0,1,2013,8,13,225,32,a,c,420,,,
675,2013-08-14,39,3,2013-08-14,6207,821,1,1,0,1,2013,8,14,226,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
676,2013-08-14,680,3,2013-08-14,4898,753,1,1,0,0,2013,8,14,226,32,c,a,170,,,"Mar,Jun,Sept,Dec"
677,2013-08-14,1064,3,2013-08-14,10035,1123,1,1,0,1,2013,8,14,226,32,a,c,420,,,
678,2013-08-15,39,4,2013-08-15,5192,685,1,1,0,1,2013,8,15,227,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
679,2013-08-15,680,4,2013-08-15,4039,620,1,1,0,0,2013,8,15,227,32,c,a,170,,,"Mar,Jun,Sept,Dec"
680,2013-08-15,1064,4,2013-08-15,9447,1047,1,1,0,1,2013,8,15,227,32,a,c,420,,,
681,2013-08-16,39,5,2013-08-16,4712,634,1,1,0,1,2013,8,16,228,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
682,2013-08-16,680,5,2013-08-16,4443,725,1,1,0,0,2013,8,16,228,32,c,a,170,,,"Mar,Jun,Sept,Dec"
683,2013-08-16,1064,5,2013-08-16,8902,1062,1,1,0,1,2013,8,16,228,32,a,c,420,,,
684,2013-08-17,39,6,2013-08-17,2485,383,1,0,0,0,2013,8,17,229,32,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
685,2013-08-17,680,6,2013-08-17,4973,786,1,0,0,0,2013,8,17,229,32,c,a,170,,,"Mar,Jun,Sept,Dec"
686,2013-08-17,1064,6,2013-08-17,7616,829,1,0,0,0,2013,8,17,229,32,a,c,420,,,
687,2013-08-18,39,7,2013-08-18,0,0,0,0,0,0,2013,8,18,230,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
688,2013-08-18,680,7,2013-08-18,0,0,0,0,0,0,2013,8,18,230,33,c,a,170,,,"Mar,Jun,Sept,Dec"
689,2013-08-18,1064,7,2013-08-18,0,0,0,0,0,0,2013,8,18,230,33,a,c,420,,,
690,2013-08-19,39,1,2013-08-19,3441,523,1,0,0,1,2013,8,19,231,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
691,2013-08-19,680,1,2013-08-19,4022,693,1,0,0,0,2013,8,19,231,33,c,a,170,,,"Mar,Jun,Sept,Dec"
692,2013-08-19,1064,1,2013-08-19,7764,958,1,0,0,1,2013,8,19,231,33,a,c,420,,,
693,2013-08-20,39,2,2013-08-20,3562,487,1,0,0,1,2013,8,20,232,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
694,2013-08-20,680,2,2013-08-20,3701,620,1,0,0,0,2013,8,20,232,33,c,a,170,,,"Mar,Jun,Sept,Dec"
695,2013-08-20,1064,2,2013-08-20,7271,841,1,0,0,1,2013,8,20,232,33,a,c,420,,,
696,2013-08-21,39,3,2013-08-21,3298,502,1,0,0,1,2013,8,21,233,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
697,2013-08-21,680,3,2013-08-21,3539,614,1,0,0,0,2013,8,21,233,33,c,a,170,,,"Mar,Jun,Sept,Dec"
698,2013-08-21,1064,3,2013-08-21,7014,878,1,0,0,1,2013,8,21,233,33,a,c,420,,,
699,2013-08-22,39,4,2013-08-22,3206,487,1,0,0,1,2013,8,22,234,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
700,2013-08-22,680,4,2013-08-22,3075,568,1,0,0,0,2013,8,22,234,33,c,a,170,,,"Mar,Jun,Sept,Dec"
701,2013-08-22,1064,4,2013-08-22,6748,834,1,0,0,1,2013,8,22,234,33,a,c,420,,,
702,2013-08-23,39,5,2013-08-23,3070,471,1,0,0,1,2013,8,23,235,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
703,2013-08-23,680,5,2013-08-23,3601,607,1,0,0,0,2013,8,23,235,33,c,a,170,,,"Mar,Jun,Sept,Dec"
704,2013-08-23,1064,5,2013-08-23,6953,871,1,0,0,1,2013,8,23,235,33,a,c,420,,,
705,2013-08-24,39,6,2013-08-24,2833,422,1,0,0,0,2013,8,24,236,33,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
706,2013-08-24,680,6,2013-08-24,4903,764,1,0,0,0,2013,8,24,236,33,c,a,170,,,"Mar,Jun,Sept,Dec"
707,2013-08-24,1064,6,2013-08-24,6427,775,1,0,0,0,2013,8,24,236,33,a,c,420,,,
708,2013-08-25,39,7,2013-08-25,0,0,0,0,0,0,2013,8,25,237,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
709,2013-08-25,680,7,2013-08-25,0,0,0,0,0,0,2013,8,25,237,34,c,a,170,,,"Mar,Jun,Sept,Dec"
710,2013-08-25,1064,7,2013-08-25,0,0,0,0,0,0,2013,8,25,237,34,a,c,420,,,
711,2013-08-26,39,1,2013-08-26,8039,884,1,1,0,1,2013,8,26,238,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
712,2013-08-26,680,1,2013-08-26,4705,718,1,1,0,0,2013,8,26,238,34,c,a,170,,,"Mar,Jun,Sept,Dec"
713,2013-08-26,1064,1,2013-08-26,11976,1279,1,1,0,1,2013,8,26,238,34,a,c,420,,,
714,2013-08-27,39,2,2013-08-27,5628,698,1,1,0,1,2013,8,27,239,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
715,2013-08-27,680,2,2013-08-27,4943,690,1,1,0,0,2013,8,27,239,34,c,a,170,,,"Mar,Jun,Sept,Dec"
716,2013-08-27,1064,2,2013-08-27,10265,1073,1,1,0,1,2013,8,27,239,34,a,c,420,,,
717,2013-08-28,39,3,2013-08-28,5307,723,1,1,0,1,2013,8,28,240,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
718,2013-08-28,680,3,2013-08-28,3989,637,1,1,0,0,2013,8,28,240,34,c,a,170,,,"Mar,Jun,Sept,Dec"
719,2013-08-28,1064,3,2013-08-28,9314,1015,1,1,0,1,2013,8,28,240,34,a,c,420,,,
720,2013-08-29,39,4,2013-08-29,4645,618,1,1,0,1,2013,8,29,241,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
721,2013-08-29,680,4,2013-08-29,4681,679,1,1,0,0,2013,8,29,241,34,c,a,170,,,"Mar,Jun,Sept,Dec"
722,2013-08-29,1064,4,2013-08-29,9420,1063,1,1,0,1,2013,8,29,241,34,a,c,420,,,
723,2013-08-30,39,5,2013-08-30,5995,764,1,1,0,1,2013,8,30,242,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
724,2013-08-30,680,5,2013-08-30,6237,866,1,1,0,0,2013,8,30,242,34,c,a,170,,,"Mar,Jun,Sept,Dec"
725,2013-08-30,1064,5,2013-08-30,12487,1290,1,1,0,1,2013,8,30,242,34,a,c,420,,,
726,2013-08-31,39,6,2013-08-31,2977,445,1,0,0,0,2013,8,31,243,34,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
727,2013-08-31,680,6,2013-08-31,6528,917,1,0,0,0,2013,8,31,243,34,c,a,170,,,"Mar,Jun,Sept,Dec"
728,2013-08-31,1064,6,2013-08-31,8335,934,1,0,0,0,2013,8,31,243,34,a,c,420,,,
729,2013-01-09,39,7,2013-01-09,0,0,0,0,0,0,2013,9,1,244,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
730,2013-01-09,680,7,2013-01-09,0,0,0,0,0,0,2013,9,1,244,35,c,a,170,,,"Mar,Jun,Sept,Dec"
731,2013-01-09,1064,7,2013-01-09,0,0,0,0,0,0,2013,9,1,244,35,a,c,420,,,
732,2013-02-09,39,1,2013-02-09,4766,678,1,0,0,1,2013,9,2,245,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
733,2013-02-09,680,1,2013-02-09,4688,710,1,0,0,0,2013,9,2,245,35,c,a,170,,,"Mar,Jun,Sept,Dec"
734,2013-02-09,1064,1,2013-02-09,10103,1156,1,0,0,1,2013,9,2,245,35,a,c,420,,,
735,2013-03-09,39,2,2013-03-09,3774,603,1,0,0,1,2013,9,3,246,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
736,2013-03-09,680,2,2013-03-09,3884,684,1,0,0,0,2013,9,3,246,35,c,a,170,,,"Mar,Jun,Sept,Dec"
737,2013-03-09,1064,2,2013-03-09,9501,1179,1,0,0,1,2013,9,3,246,35,a,c,420,,,
738,2013-04-09,39,3,2013-04-09,3826,574,1,0,0,0,2013,9,4,247,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
739,2013-04-09,680,3,2013-04-09,3686,638,1,0,0,0,2013,9,4,247,35,c,a,170,,,"Mar,Jun,Sept,Dec"
740,2013-04-09,1064,3,2013-04-09,8775,1148,1,0,0,0,2013,9,4,247,35,a,c,420,,,
741,2013-05-09,39,4,2013-05-09,3307,493,1,0,0,0,2013,9,5,248,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
742,2013-05-09,680,4,2013-05-09,3547,609,1,0,0,0,2013,9,5,248,35,c,a,170,,,"Mar,Jun,Sept,Dec"
743,2013-05-09,1064,4,2013-05-09,7634,986,1,0,0,0,2013,9,5,248,35,a,c,420,,,
744,2013-06-09,39,5,2013-06-09,3614,496,1,0,0,0,2013,9,6,249,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
745,2013-06-09,680,5,2013-06-09,4125,656,1,0,0,0,2013,9,6,249,35,c,a,170,,,"Mar,Jun,Sept,Dec"
746,2013-06-09,1064,5,2013-06-09,8057,968,1,0,0,0,2013,9,6,249,35,a,c,420,,,
747,2013-07-09,39,6,2013-07-09,2049,347,1,0,0,0,2013,9,7,250,35,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
748,2013-07-09,680,6,2013-07-09,5456,809,1,0,0,0,2013,9,7,250,35,c,a,170,,,"Mar,Jun,Sept,Dec"
749,2013-07-09,1064,6,2013-07-09,8074,979,1,0,0,0,2013,9,7,250,35,a,c,420,,,
750,2013-08-09,39,7,2013-08-09,0,0,0,0,0,0,2013,9,8,251,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
751,2013-08-09,680,7,2013-08-09,0,0,0,0,0,0,2013,9,8,251,36,c,a,170,,,"Mar,Jun,Sept,Dec"
752,2013-08-09,1064,7,2013-08-09,0,0,0,0,0,0,2013,9,8,251,36,a,c,420,,,
753,2013-09-09,39,1,2013-09-09,7089,838,1,1,0,0,2013,9,9,252,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
754,2013-09-09,680,1,2013-09-09,6149,888,1,1,0,0,2013,9,9,252,36,c,a,170,,,"Mar,Jun,Sept,Dec"
755,2013-09-09,1064,1,2013-09-09,12661,1413,1,1,0,0,2013,9,9,252,36,a,c,420,,,
756,2013-10-09,39,2,2013-10-09,5755,702,1,1,0,0,2013,9,10,253,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
757,2013-10-09,680,2,2013-10-09,5120,768,1,1,0,0,2013,9,10,253,36,c,a,170,,,"Mar,Jun,Sept,Dec"
758,2013-10-09,1064,2,2013-10-09,10260,1178,1,1,0,0,2013,9,10,253,36,a,c,420,,,
759,2013-11-09,39,3,2013-11-09,5213,661,1,1,0,0,2013,9,11,254,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
760,2013-11-09,680,3,2013-11-09,4993,785,1,1,0,0,2013,9,11,254,36,c,a,170,,,"Mar,Jun,Sept,Dec"
761,2013-11-09,1064,3,2013-11-09,9316,1056,1,1,0,0,2013,9,11,254,36,a,c,420,,,
762,2013-12-09,39,4,2013-12-09,5721,694,1,1,0,0,2013,9,12,255,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
763,2013-12-09,680,4,2013-12-09,4108,699,1,1,0,0,2013,9,12,255,36,c,a,170,,,"Mar,Jun,Sept,Dec"
764,2013-12-09,1064,4,2013-12-09,9391,1103,1,1,0,0,2013,9,12,255,36,a,c,420,,,
765,2013-09-13,39,5,2013-09-13,5226,700,1,1,0,0,2013,9,13,256,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
766,2013-09-13,680,5,2013-09-13,4905,757,1,1,0,0,2013,9,13,256,36,c,a,170,,,"Mar,Jun,Sept,Dec"
767,2013-09-13,1064,5,2013-09-13,9831,1178,1,1,0,0,2013,9,13,256,36,a,c,420,,,
768,2013-09-14,39,6,2013-09-14,2232,319,1,0,0,0,2013,9,14,257,36,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
769,2013-09-14,680,6,2013-09-14,5894,914,1,0,0,0,2013,9,14,257,36,c,a,170,,,"Mar,Jun,Sept,Dec"
770,2013-09-14,1064,6,2013-09-14,7562,821,1,0,0,0,2013,9,14,257,36,a,c,420,,,
771,2013-09-15,39,7,2013-09-15,0,0,0,0,0,0,2013,9,15,258,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
772,2013-09-15,680,7,2013-09-15,0,0,0,0,0,0,2013,9,15,258,37,c,a,170,,,"Mar,Jun,Sept,Dec"
773,2013-09-15,1064,7,2013-09-15,0,0,0,0,0,0,2013,9,15,258,37,a,c,420,,,
774,2013-09-16,39,1,2013-09-16,4173,569,1,0,0,0,2013,9,16,259,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
775,2013-09-16,680,1,2013-09-16,3795,705,1,0,0,0,2013,9,16,259,37,c,a,170,,,"Mar,Jun,Sept,Dec"
776,2013-09-16,1064,1,2013-09-16,7837,1031,1,0,0,0,2013,9,16,259,37,a,c,420,,,
777,2013-09-17,39,2,2013-09-17,3202,472,1,0,0,0,2013,9,17,260,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
778,2013-09-17,680,2,2013-09-17,3910,694,1,0,0,0,2013,9,17,260,37,c,a,170,,,"Mar,Jun,Sept,Dec"
779,2013-09-17,1064,2,2013-09-17,6666,864,1,0,0,0,2013,9,17,260,37,a,c,420,,,
780,2013-09-18,39,3,2013-09-18,3426,544,1,0,0,0,2013,9,18,261,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
781,2013-09-18,680,3,2013-09-18,3693,633,1,0,0,0,2013,9,18,261,37,c,a,170,,,"Mar,Jun,Sept,Dec"
782,2013-09-18,1064,3,2013-09-18,6186,834,1,0,0,0,2013,9,18,261,37,a,c,420,,,
783,2013-09-19,39,4,2013-09-19,3405,511,1,0,0,0,2013,9,19,262,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
784,2013-09-19,680,4,2013-09-19,3433,598,1,0,0,0,2013,9,19,262,37,c,a,170,,,"Mar,Jun,Sept,Dec"
785,2013-09-19,1064,4,2013-09-19,6759,889,1,0,0,0,2013,9,19,262,37,a,c,420,,,
786,2013-09-20,39,5,2013-09-20,2900,466,1,0,0,0,2013,9,20,263,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
787,2013-09-20,680,5,2013-09-20,4030,669,1,0,0,0,2013,9,20,263,37,c,a,170,,,"Mar,Jun,Sept,Dec"
788,2013-09-20,1064,5,2013-09-20,7037,909,1,0,0,0,2013,9,20,263,37,a,c,420,,,
789,2013-09-21,39,6,2013-09-21,2334,378,1,0,0,0,2013,9,21,264,37,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
790,2013-09-21,680,6,2013-09-21,5458,849,1,0,0,0,2013,9,21,264,37,c,a,170,,,"Mar,Jun,Sept,Dec"
791,2013-09-21,1064,6,2013-09-21,7238,846,1,0,0,0,2013,9,21,264,37,a,c,420,,,
792,2013-09-22,39,7,2013-09-22,0,0,0,0,0,0,2013,9,22,265,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
793,2013-09-22,680,7,2013-09-22,0,0,0,0,0,0,2013,9,22,265,38,c,a,170,,,"Mar,Jun,Sept,Dec"
794,2013-09-22,1064,7,2013-09-22,0,0,0,0,0,0,2013,9,22,265,38,a,c,420,,,
795,2013-09-23,39,1,2013-09-23,6987,842,1,1,0,0,2013,9,23,266,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
796,2013-09-23,680,1,2013-09-23,4804,679,1,1,0,0,2013,9,23,266,38,c,a,170,,,"Mar,Jun,Sept,Dec"
797,2013-09-23,1064,1,2013-09-23,10914,1220,1,1,0,0,2013,9,23,266,38,a,c,420,,,
798,2013-09-24,39,2,2013-09-24,5451,683,1,1,0,0,2013,9,24,267,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
799,2013-09-24,680,2,2013-09-24,4317,668,1,1,0,0,2013,9,24,267,38,c,a,170,,,"Mar,Jun,Sept,Dec"
800,2013-09-24,1064,2,2013-09-24,10087,1107,1,1,0,0,2013,9,24,267,38,a,c,420,,,
801,2013-09-25,39,3,2013-09-25,4962,675,1,1,0,0,2013,9,25,268,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
802,2013-09-25,680,3,2013-09-25,4299,710,1,1,0,0,2013,9,25,268,38,c,a,170,,,"Mar,Jun,Sept,Dec"
803,2013-09-25,1064,3,2013-09-25,8140,1027,1,1,0,0,2013,9,25,268,38,a,c,420,,,
804,2013-09-26,39,4,2013-09-26,4666,631,1,1,0,0,2013,9,26,269,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
805,2013-09-26,680,4,2013-09-26,4087,628,1,1,0,0,2013,9,26,269,38,c,a,170,,,"Mar,Jun,Sept,Dec"
806,2013-09-26,1064,4,2013-09-26,8674,1052,1,1,0,0,2013,9,26,269,38,a,c,420,,,
807,2013-09-27,39,5,2013-09-27,4964,629,1,1,0,0,2013,9,27,270,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
808,2013-09-27,680,5,2013-09-27,4963,776,1,1,0,0,2013,9,27,270,38,c,a,170,,,"Mar,Jun,Sept,Dec"
809,2013-09-27,1064,5,2013-09-27,9718,1139,1,1,0,0,2013,9,27,270,38,a,c,420,,,
810,2013-09-28,39,6,2013-09-28,2883,429,1,0,0,0,2013,9,28,271,38,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
811,2013-09-28,680,6,2013-09-28,5320,788,1,0,0,0,2013,9,28,271,38,c,a,170,,,"Mar,Jun,Sept,Dec"
812,2013-09-28,1064,6,2013-09-28,7934,900,1,0,0,0,2013,9,28,271,38,a,c,420,,,
813,2013-09-29,39,7,2013-09-29,0,0,0,0,0,0,2013,9,29,272,39,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
